Geographic Area Name,Median income estimate
"Blandinsville village, Illinois",35513
"Bloomfield CDP, Illinois",-
"Bloomingdale village, Illinois",48484
"Bloomington city, Illinois",45789
"Blue Island city, Illinois",32644
"Blue Mound village, Illinois",42574
"Bluffs village, Illinois",38214
"Bluford village, Illinois",30870
"Bolingbrook village, Illinois",45244
"Bondville village, Illinois",47614
"Bone Gap village, Illinois",26000
"Bonfield village, Illinois",45750
"Bonnie village, Illinois",39018
"Bonnie Brae CDP, Illinois",40547
"Boody CDP, Illinois",53508
"Boulder Hill CDP, Illinois",38634
"Bourbonnais village, Illinois",35635
"Bowen village, Illinois",35511
"Braceville village, Illinois",45563
"Bradford village, Illinois",36875
"Bradley village, Illinois",36739
"Braidwood city, Illinois",40035
"Breese city, Illinois",41510
"Bridgeport city, Illinois",31304
"Bridgeview village, Illinois",34523
"Brighton village, Illinois",39286
"Brimfield village, Illinois",33295
"Broadlands village, Illinois",27292
"Broadview village, Illinois",45428
"Broadwell village, Illinois",39167
"Brocton village, Illinois",35781
"Brookfield village, Illinois",55079
"Brooklyn village, Illinois",43125
"Brookport city, Illinois",25855
"Broughton village, Illinois",22014
"Browning village, Illinois",34375
"Browns village, Illinois",30417
"Brownstown village, Illinois",33621
"Brussels village, Illinois",30667
"Bryant village, Illinois",18500
"Buckingham village, Illinois",37292
"Buckley village, Illinois",33380
"Buckner village, Illinois",35197
"Buda village, Illinois",34500
"Buffalo village, Illinois",42143
"Buffalo Grove village, Illinois",65338
"Buffalo Prairie CDP, Illinois",-
"Bull Valley village, Illinois",70395
"Bulpitt village, Illinois",28438
"Buncombe village, Illinois",29375
"Bunker Hill city, Illinois",39850
"Burbank city, Illinois",39752
"Bureau Junction village, Illinois",29722
"Burlington village, Illinois",55515
"Burnham village, Illinois",32690
"Burnt Prairie village, Illinois",24286
"Burr Ridge village, Illinois",75075
"Burton CDP, Illinois",-
"Burtons Bridge CDP, Illinois",30592
"Bush village, Illinois",27554
"Bushnell city, Illinois",33962
"Butler village, Illinois",29063
"Byron city, Illinois",41468
"Cabery village, Illinois",28125
"Cable CDP, Illinois",102222
"Cahokia Heights city, Illinois",25236
"Cairo city, Illinois",31550
"Caledonia village, Illinois",51667
"Calhoun village, Illinois",36406
"Calumet City city, Illinois",32412
"Calumet Park village, Illinois",34180
"Camargo village, Illinois",32708
"Cambria village, Illinois",30840
"Cambridge village, Illinois",31657
"Camden village, Illinois",-
"Cameron CDP, Illinois",43138
"Campbell Hill village, Illinois",39306
"Campbell's Island CDP, Illinois",51875
"Camp Point village, Illinois",33563
"Campton Hills village, Illinois",70199
"Campus village, Illinois",-
"Candlewick Lake CDP, Illinois",35349
"Canton city, Illinois",30460
"Cantrall village, Illinois",36500
"Capron village, Illinois",34766
"Carbon Cliff village, Illinois",25625
"Carbondale city, Illinois",21912
"Carbon Hill village, Illinois",38804
"Carlinville city, Illinois",29956
"Carlock village, Illinois",49500
"Carlyle city, Illinois",35489
"Carman CDP, Illinois",26469
"Carmi city, Illinois",29146
"Carol Stream village, Illinois",46030
"Carpentersville village, Illinois",36691
"Carrier Mills village, Illinois",26176
"Carrollton city, Illinois",30967
"Carterville city, Illinois",45269
"Carthage city, Illinois",41159
"Cary village, Illinois",49055
"Casey city, Illinois",31350
"Caseyville village, Illinois",27483
"Catlin village, Illinois",45357
"Cave-In-Rock village, Illinois",20870
"Cedar Point village, Illinois",37955
"Cedarville village, Illinois",34563
"Central City village, Illinois",27091
"Centralia city, Illinois",29903
"Cerro Gordo village, Illinois",41619
"Chadwick village, Illinois",40674
"Champaign city, Illinois",32437
"Chandlerville village, Illinois",27083
"Channahon village, Illinois",56079
"Channel Lake CDP, Illinois",36204
"Chapin village, Illinois",41875
"Charleston city, Illinois",24499
"Chatham village, Illinois",60321
"Chatsworth town, Illinois",34470
"Chebanse village, Illinois",40977
"Chemung CDP, Illinois",37513
"Chenoa city, Illinois",39091
"Cherry village, Illinois",29073
"Cherry Valley village, Illinois",42400
"Chester city, Illinois",41684
"Chesterfield village, Illinois",24250
"Chestnut CDP, Illinois",-
"Chicago city, Illinois",42119
"Chicago Heights city, Illinois",30583
"Chicago Ridge village, Illinois",42119
"Chillicothe city, Illinois",38647
"Chrisman city, Illinois",31302
"Christopher city, Illinois",23182
"Cicero town, Illinois",33764
"Cisco village, Illinois",29583
"Cisne village, Illinois",33409
"Cissna Park village, Illinois",36179
"Claremont village, Illinois",26750
"Clarendon Hills village, Illinois",67474
"Clay City village, Illinois",31538
"Clayton village, Illinois",27111
"Cleveland village, Illinois",40625
"Clifton village, Illinois",39524
"Clinton city, Illinois",36352
"Coal City village, Illinois",44291
"Coalton village, Illinois",48636
"Coal Valley village, Illinois",55095
"Coatsburg village, Illinois",45167
"Cobden village, Illinois",27202
"Coffeen city, Illinois",34271
"Colchester city, Illinois",37308
"Coleta village, Illinois",36250
"Colfax village, Illinois",41364
"Collinsville city, Illinois",39364
"Colona city, Illinois",40885
"Colp village, Illinois",22750
"Columbia city, Illinois",60544
"Columbus village, Illinois",31250
"Como CDP, Illinois",31111
"Compton village, Illinois",30179
"Concord village, Illinois",29688
"Congerville village, Illinois",47946
"Cooksville village, Illinois",38250
"Coral CDP, Illinois",-
"Cordova village, Illinois",44659
"Cornell village, Illinois",32250
"Cornland CDP, Illinois",47708
"Cortland town, Illinois",41921
"Coulterville village, Illinois",27083
"Country Club Hills city, Illinois",38313
"Countryside city, Illinois",45487
"Cowden village, Illinois",33625
"Coyne Center CDP, Illinois",53132
"Crab Orchard CDP, Illinois",31181
"Crainville village, Illinois",46719
"Creal Springs city, Illinois",38355
"Crescent City village, Illinois",30903
"Crest Hill city, Illinois",38266
"Creston village, Illinois",39318
"Crestwood village, Illinois",38601
"Crete village, Illinois",45029
"Creve Coeur village, Illinois",36511
"Crossville village, Illinois",28542
"Crystal Lake city, Illinois",48707
"Crystal Lawns CDP, Illinois",45870
"Cuba city, Illinois",33125
"Cullom village, Illinois",38144
"Curran village, Illinois",25179
"Custer Park CDP, Illinois",45323
"Cutler village, Illinois",23092
"Cypress village, Illinois",31750
"Dahlgren village, Illinois",22778
"Dakota village, Illinois",30500
"Dallas City city, Illinois",36587
"Dalton City village, Illinois",45659
"Dalzell village, Illinois",37292
"Damiansville village, Illinois",42202
"Dana village, Illinois",22000
"Danforth village, Illinois",33000
"Danvers village, Illinois",43333
"Danville city, Illinois",30188
"Darien city, Illinois",50560
"Darmstadt CDP, Illinois",-
"Davis village, Illinois",39432
"Davis Junction village, Illinois",50357
"Dawson village, Illinois",42356
"Dayton CDP, Illinois",52794
"Decatur city, Illinois",34524
"Deer Creek village, Illinois",44722
"Deerfield village, Illinois",87574
"Deer Grove village, Illinois",57500
"Deer Park village, Illinois",83269
"DeKalb city, Illinois",23690
"De Land village, Illinois",31667
"Delavan city, Illinois",35234
"De Pue village, Illinois",28382
"De Soto village, Illinois",35443
"Des Plaines city, Illinois",45804
"Detroit village, Illinois",23906
"Dewey CDP, Illinois",33472
"De Witt village, Illinois",38056
"Diamond village, Illinois",39012
"Dieterich village, Illinois",43365
"Divernon village, Illinois",37044
"Dix village, Illinois",24375
"Dixmoor village, Illinois",17482
"Dixon city, Illinois",30811
"Dolton village, Illinois",32517
"Dongola village, Illinois",22240
"Donnellson village, Illinois",17232
"Donovan village, Illinois",27500
"Dorchester village, Illinois",52750
"Dover village, Illinois",27188
"Dowell village, Illinois",25000
"Downers Grove village, Illinois",57352
"Downs village, Illinois",67344
"Du Bois village, Illinois",39500
"Dundas CDP, Illinois",45893
"Dunfermline village, Illinois",37895
"Dunlap village, Illinois",63586
"Dupo village, Illinois",32880
"Du Quoin city, Illinois",24960
"Durand village, Illinois",36852
"Dwight village, Illinois",37815
"Eagarville village, Illinois",30250
"Eagle Lake CDP, Illinois",20121
"Earlville city, Illinois",31199
"East Alton village, Illinois",32826
"East Brooklyn village, Illinois",47500
"East Cape Girardeau village, Illinois",24250
"East Carondelet village, Illinois",38214
"East Dubuque city, Illinois",40524
"East Dundee village, Illinois",45018
"East Galesburg village, Illinois",39625
"East Gillespie village, Illinois",34500
"East Hazel Crest village, Illinois",37986
"East Lynn CDP, Illinois",96549
"East Moline city, Illinois",37273
"Easton village, Illinois",38125
"East Peoria city, Illinois",39684
"East St. Louis city, Illinois",22096
"Eddyville village, Illinois",46875
"Edgewood village, Illinois",26250
"Edgington CDP, Illinois",48929
"Edinburg village, Illinois",42203
"Edwardsville city, Illinois",46726
"Effingham city, Illinois",35524
"Elburn village, Illinois",58726
"El Dara village, Illinois",33333
"Eldorado city, Illinois",25208
"Eldred village, Illinois",47500
"Elgin city, Illinois",38816
"Eliza CDP, Illinois",-
"Elizabeth village, Illinois",26900
"Elizabethtown village, Illinois",19773
"Elk Grove Village village, Illinois",49363
"Elkhart village, Illinois",51250
"Elkville village, Illinois",25987
"Elliott village, Illinois",24405
"Ellis Grove village, Illinois",39375
"Ellisville village, Illinois",24038
"Ellsworth village, Illinois",37875
"Elmhurst city, Illinois",66767
"Elmwood city, Illinois",41983
"Elmwood Park village, Illinois",43056
"El Paso city, Illinois",34286
"Elsah village, Illinois",4648
"Elvaston village, Illinois",21875
"Elwin CDP, Illinois",32969
"Elwood village, Illinois",44912
"Emden village, Illinois",47188
"Emington village, Illinois",55250
"Energy village, Illinois",37447
"Enfield village, Illinois",22250
"Equality village, Illinois",30000
"Erie village, Illinois",45096
"Essex village, Illinois",43250
"Eureka city, Illinois",32183
"Evanston city, Illinois",49912
"Evansville village, Illinois",34500
"Evergreen Park village, Illinois",50237
"Ewing village, Illinois",31932
"Exeter village, Illinois",36250
"Fairbury city, Illinois",37754
"Fairfield city, Illinois",26858
"Fairmont CDP, Illinois",37419
"Fairmont City village, Illinois",33591
"Fairmount village, Illinois",36645
"Fairview village, Illinois",42431
"Fairview Heights city, Illinois",40647
"Fall Creek CDP, Illinois",-
"Farina village, Illinois",27188
"Farmer City city, Illinois",38380
"Farmersville village, Illinois",46442
"Farmington city, Illinois",40758
"Fayetteville village, Illinois",36875
"Ferris village, Illinois",27917
"Fidelity village, Illinois",23125
"Fieldon village, Illinois",38250
"Fillmore village, Illinois",27750
"Findlay village, Illinois",28385
"Fisher village, Illinois",53500
"Fithian village, Illinois",37344
"Flanagan village, Illinois",41389
"Flat Rock village, Illinois",37250
"Flora city, Illinois",34880
"Floraville CDP, Illinois",-
"Florence village, Illinois",25313
"Flossmoor village, Illinois",67380
"Foosland village, Illinois",46250
"Ford Heights village, Illinois",15266
"Forest City village, Illinois",34861
"Forest Lake CDP, Illinois",47320
"Forest Park village, Illinois",57000
"Forest View village, Illinois",49922
"Forrest village, Illinois",40781
"Forreston village, Illinois",36034
"Forsyth village, Illinois",55694
"Fowler CDP, Illinois",18631
"Fox Lake village, Illinois",40554
"Fox Lake Hills CDP, Illinois",52572
"Fox River Grove village, Illinois",53571
"Frankfort village, Illinois",64497
"Frankfort Square CDP, Illinois",56971
"Franklin village, Illinois",44191
"Franklin Grove village, Illinois",29760
"Franklin Park village, Illinois",36658
"Franklinville CDP, Illinois",-
"Freeburg village, Illinois",43910
"Freeman Spur village, Illinois",30417
"Freeport city, Illinois",29322
"Fulton city, Illinois",33656
"Fults village, Illinois",45000
"Gages Lake CDP, Illinois",51455
"Galatia village, Illinois",35848
"Galena city, Illinois",37009
"Galesburg city, Illinois",26153
"Galt CDP, Illinois",-
"Galva city, Illinois",34891
"Garden Prairie CDP, Illinois",10179
"Gardner village, Illinois",45764
"Garrett village, Illinois",46250
"Gays village, Illinois",39643
"Geneseo city, Illinois",43983
"Geneva city, Illinois",60701
"Genoa city, Illinois",42011
"Georgetown CDP, Illinois",54500
"Georgetown city, Illinois",32331
"Germantown village, Illinois",52639
"Germantown Hills village, Illinois",53371
"German Valley village, Illinois",38750
"Gibson City city, Illinois",30081
"Gifford village, Illinois",43714
"Gilberts village, Illinois",61832
"Gillespie city, Illinois",42344
"Gilman city, Illinois",36522
"Gilson CDP, Illinois",27969
"Girard city, Illinois",25366
"Gladstone village, Illinois",31583
"Glasford village, Illinois",45444
"Glasgow village, Illinois",25750
"Glen Carbon village, Illinois",50289
"Glencoe village, Illinois",109364
"Glendale Heights village, Illinois",39020
"Glen Ellyn village, Illinois",65235
"Glenview village, Illinois",66866
"Glenwood village, Illinois",36457
"Godfrey village, Illinois",45487
"Godley village, Illinois",35417
"Golconda city, Illinois",27942
"Golden village, Illinois",34917
"Golden Gate village, Illinois",15709
"Golf village, Illinois",102188
"Goodenow CDP, Illinois",-
"Goodfield village, Illinois",55592
"Good Hope village, Illinois",35769
"Goofy Ridge CDP, Illinois",27063
"Goreville village, Illinois",32536
"Gorham village, Illinois",24375
"Grafton city, Illinois",51845
"Grand Detour CDP, Illinois",32212
"Grand Ridge village, Illinois",41250
"Grand Tower city, Illinois",31410
"Grandview village, Illinois",29196
"Grandwood Park CDP, Illinois",55461
"Granite City city, Illinois",34566
"Grantfork village, Illinois",51250
"Grant Park village, Illinois",36192
"Granville village, Illinois",42308
"Grayslake village, Illinois",55214
"Grayville city, Illinois",21212
"Greenfield city, Illinois",29911
"Green Oaks village, Illinois",67700
"Greenup village, Illinois",34792
"Green Valley village, Illinois",41146
"Greenview village, Illinois",35536
"Greenville city, Illinois",31605
"Greenwood village, Illinois",44417
"Gridley village, Illinois",38477
"Griggsville city, Illinois",23870
"Gulfport village, Illinois",31364
"Gurnee village, Illinois",56262
"Hainesville village, Illinois",54000
"Hamburg village, Illinois",17917
"Hamel village, Illinois",51442
"Hamilton city, Illinois",33951
"Hamlet CDP, Illinois",-
"Hammond village, Illinois",42625
"Hampshire village, Illinois",47925
"Hampton village, Illinois",50093
"Hanaford village, Illinois",33750
"Hanna City village, Illinois",45072
"Hanover village, Illinois",25265
"Hanover Park village, Illinois",38622
"Hardin village, Illinois",31250
"Harding CDP, Illinois",-
"Harmon village, Illinois",32639
"Harmony CDP, Illinois",-
"Harrisburg city, Illinois",26611
"Harrison CDP, Illinois",-
"Harristown village, Illinois",42692
"Hartford village, Illinois",31378
"Hartland CDP, Illinois",21875
"Hartsburg village, Illinois",35809
"Harvard city, Illinois",36277
"Harvel village, Illinois",32083
"Harvey city, Illinois",27314
"Harwood Heights village, Illinois",42167
"Havana city, Illinois",30502
"Hawthorn Woods village, Illinois",110591
"Hazel Crest village, Illinois",37253
"Hebron village, Illinois",38984
"Hecker village, Illinois",46042
"Henderson village, Illinois",33250
"Hennepin village, Illinois",45240
"Henning village, Illinois",27135
"Henry city, Illinois",35724
"Heritage Lake CDP, Illinois",54613
"Herrick village, Illinois",24438
"Herrin city, Illinois",35031
"Herscher village, Illinois",47852
"Hettick village, Illinois",35481
"Heyworth village, Illinois",43221
"Hickory Hills city, Illinois",41867
"Hidalgo village, Illinois",40781
"Highland city, Illinois",43248
"Highland Park city, Illinois",72129
"Highwood city, Illinois",37835
"Hillcrest village, Illinois",35433
"Hillsboro city, Illinois",25679
"Hillsdale village, Illinois",37788
"Hillside village, Illinois",36566
"Hillview village, Illinois",35536
"Hinckley village, Illinois",43095
"Hindsboro village, Illinois",32054
"Hinsdale village, Illinois",105044
"Hodgkins village, Illinois",36313
"Hoffman village, Illinois",34667
"Hoffman Estates village, Illinois",50479
"Holcomb CDP, Illinois",24688
"Holiday Hills village, Illinois",45417
"Holiday Shores CDP, Illinois",49479
"Hollowayville village, Illinois",26250
"Homer village, Illinois",42844
"Homer Glen village, Illinois",53745
"Hometown city, Illinois",38291
"Homewood village, Illinois",46314
"Hoopeston city, Illinois",29820
"Hooppole village, Illinois",-
"Hopedale village, Illinois",32885
"Hopewell village, Illinois",53864
"Hopkins Park village, Illinois",19688
"Hoyleton village, Illinois",30417
"Hudson village, Illinois",53659
"Huey village, Illinois",30179
"Hull village, Illinois",34250
"Humboldt village, Illinois",39792
"Hume village, Illinois",35536
"Huntley village, Illinois",45211
"Hurst city, Illinois",26667
"Hutsonville village, Illinois",25288
"Illinois City CDP, Illinois",-
"Illiopolis village, Illinois",41364
"Ina village, Illinois",17578
"Indian Creek village, Illinois",46161
"Indian Head Park village, Illinois",57254
"Indianola village, Illinois",25625
"Industry village, Illinois",36964
"Ingalls Park CDP, Illinois",36428
"Inverness village, Illinois",86586
"Iola village, Illinois",26667
"Ipava village, Illinois",29327
"Iroquois village, Illinois",38750
"Irving village, Illinois",23264
"Irvington village, Illinois",38295
"Irwin village, Illinois",66250
"Island Lake village, Illinois",45622
"Itasca village, Illinois",57325
"Iuka village, Illinois",24526
"Ivesdale village, Illinois",41375
"Jacksonville city, Illinois",33605
